# Undirected graph: ../../data/output/dblp.ungraph.txt
# DBLP
# Nodes: 317080 Edges: 1049866
# FromNodeId	ToNodeId
42051	42053
42051	65844
42051	122514
42051	137250
42051	137251
42051	137252
42051	137280
42051	139558
42051	139939
42051	140073
42051	156126
42051	156127
42051	175223
42051	178018
42051	180203
42051	205480
42051	205481
42051	221202
42051	223856
42051	247330
42051	247993
42051	257100
42051	257101
42051	265994
42051	272873
42051	272874
42051	276614
42051	276615
42051	276616
42051	332984
42051	342129
42051	342130
42051	342131
42051	342132
42051	342133
42051	347142
42051	374869
42051	384857
42051	384969
42051	419334
42052	42053
42053	91290
42053	102735
42053	137251
42053	156126
42053	156127
42053	180636
42053	221192
42053	221193
42053	221194
42053	221202
42053	310024
42053	310110
42053	350486
42053	352836
42053	366629
42053	368810
42057	42229
42058	81713
42058	110227
42059	61425
42059	78287
42059	84025
42059	94343
42059	99589
42059	120838
42059	173093
42059	244586
42059	244587
42059	293778
42060	42061
42060	49683
42060	53120
42060	105292
42060	140389
42060	168759
42061	46212
42061	47273
42061	63732
42061	87866
42061	89524
42061	94352
42061	98541
42061	109353
42061	111300
42061	119798
42061	128359
42061	129168
42061	140389
42061	149822
42061	150471
42061	168343
42061	168759
42061	181152
42061	201181
42061	212902
42061	224585
42061	289703
42061	334093
42064	42753
42068	43766
42068	44184
42068	106349
42068	106350
42068	106351
42068	106352
42069	78493
42069	86532
42069	92489
42069	111280
42069	183852
42071	53204
42071	70753
42072	43534
42072	49760
42072	49989
42072	55132
42072	55133
42072	55134
42072	55135
42072	57396
42072	61556
42072	61557
42072	62729
42072	80629
42072	82359
42072	86142
42072	91393
42072	110555
42072	137690
42072	165263
42072	194208
42072	204204
42072	218142
42072	320753
42072	342065
42072	390785
42073	53188
42073	55140
42073	92746
42076	120988
42079	42080
42079	42798
42080	42798
42083	42084
42083	43590
42084	43590
42085	42086
42085	308853
42085	308854
42085	317997
42086	43556
42086	44349
42086	57242
42086	63374
42086	82163
42086	120310
42086	120312
42086	130279
42086	130280
42086	139965
42086	143614
42086	143835
42086	143836
42086	162073
42086	165730
42086	171830
42086	171831
42086	171832
42086	171833
42086	178120
42086	180082
42086	185318
42086	185319
42086	188542
42086	195395
42086	197724
42086	197934
42086	198198
42086	208321
42086	218087
42086	219315
42086	249500
42086	277736
42086	286364
42086	286365
42086	286366
42086	286367
42086	286368
42086	286369
42086	286370
42086	296856
42086	296857
42086	296858
42086	296859
42086	296860
42086	297145
42086	297146
42086	297147
42086	297148
42086	297149
42086	297150
42086	297151
42086	297152
42086	297153
42086	297154
42086	297155
42086	297156
42086	297157
42086	297158
42086	297159
42086	315542
42086	315543
42086	315779
42087	42596
42087	45627
42087	67276
42087	67277
42087	71798
42087	144264
42089	77280
42089	98778
42089	209929
42089	209930
42089	213982
42089	213983
42089	213984
42089	213985
42090	42091
42090	42092
42090	42588
42091	42092
42091	42588
42092	42588
42092	76758
42092	171020
42092	172411
42092	172412
42094	42095
42094	42096
42095	42096
42097	42098
42098	51730
42100	42101
42100	42102
42101	42102
42101	76560
42101	185407
42101	205489
42101	205490
42101	205491
42101	247897
42101	247898
42101	247899
42101	315925
42101	391659
42101	401490
42112	47069
42112	51930
42112	87185
42112	93624
42112	95509
42112	96981
42112	110952
42112	111142
42112	119079
42112	122637
42112	175344
42112	180905
42112	227349
42112	368255
42112	399463
42114	42115
42114	42116
42114	42117
42114	44148
42115	42116
42115	42117
42115	44148
42116	42117
42116	44148
42117	44148
42119	42120
42119	42121
42119	47125
42119	47126
42119	48211
42119	48212
42119	48730
42119	52904
42119	62627
42119	72899
42119	79115
42119	92778
42119	92779
42119	92812
42119	119811
42119	172570
42119	197305
42119	197319
42119	214025
42119	214030
42119	214031
42119	214032
42119	214033
42119	214034
42119	214035
42119	214036
42119	221351
42119	221367
42120	42121
42120	108687
42120	108688
42120	224937
42120	224938
42123	42124
42123	114380
42123	119877
42123	241248
42123	269855
42123	280754
42124	44004
42124	56605
42124	76810
42124	82508
42124	108997
42124	130906
42124	134538
42124	152555
42124	179082
42124	233648
42124	297720
42124	300219
42124	314283
42124	318024
42124	323901
42124	326580
42124	326581
42124	334276
42124	343353
42124	344945
42124	362436
42124	364986
42124	364987
42124	398059
42124	423164
42130	42442
42130	43338
42130	43622
42130	45260
42130	45962
42130	46679
42130	49012
42130	49704
42130	49967
42130	51924
42130	58420
42130	58494
42130	58508
42130	60368
42130	60390
42130	68021
42130	68392
42130	71146
42130	82279
42130	86767
42130	87068
42130	87978
42130	89407
42130	90833
42130	97107
42130	98552
42130	99463
42130	103353
42130	105394
42130	106107
42130	109414
42130	109444
42130	109958
42130	110190
42130	112799
42130	115457
42130	115458
42130	122277
42130	122424
42130	123451
42130	123833
42130	130993
42130	131243
42130	136211
42130	143286
42130	147007
42130	149095
42130	150041
42130	156291
42130	166307
42130	169482
42130	184521
42130	187941
42130	190987
42130	196620
42130	199924
42130	205150
42130	206265
42130	212746
42130	216165
42130	216384
42130	225465
42130	225538
42130	229655
42130	229657
42130	229658
42130	231145
42130	233479
42130	233790
42130	233791
42130	246267
42130	255163
42130	264369
42130	266573
42130	271334
42130	276908
42130	291277
42130	292524
42130	299021
42130	299808
42130	342458
42130	366607
42130	382757
42130	406246
42130	412787
42130	415155
42130	418634
42134	43912
42134	48400
42134	58453
42134	93317
42135	62675
42135	62676
42135	96551
42135	111348
42136	43531
42136	47292
42136	53090
42136	53169
42136	71858
42136	71859
42136	73375
42136	76191
42136	76355
42136	76751
42136	82393
42136	83909
42136	86229
42136	90590
42136	92693
42136	92694
42136	92835
42136	92836
42136	92837
42136	92838
42136	97883
42136	97884
42136	121505
42136	125241
42136	130729
42136	130730
42136	139777
42136	144090
42136	145023
42136	153853
42136	164472
42136	168241
42136	172197
42136	173991
42136	193179
42136	195427
42136	202214
42136	216378
42136	223645
42136	227837
42136	228730
42136	245739
42136	250009
42136	282080
42136	308490
42136	311795
42136	336871
42136	376306
42136	388489
42137	56300
42137	122481
42137	125529
42137	197414
42139	43660
42139	43846
42139	54091
42139	57275
42139	57484
42139	60741
42139	74448
42139	74449
42139	80669
42139	82267
42139	86381
42139	99020
42139	100325
42139	104897
42139	106494
42139	106655
42139	106944
42139	110160
42139	120340
42139	122001
42139	124247
42139	124791
42139	127089
42139	134942
42139	143459
42139	143726
42139	160011
42139	175677
42139	182826
42139	186635
42139	190667
42139	197466
42139	200189
42139	219817
42139	221518
42139	241558
42139	247661
42139	252479
42139	254418
42139	276963
42139	276964
42139	276965
42139	283691
42139	283692
42139	347645
42139	347646
42139	347647
42139	347821
42139	349099
42139	419607
42141	42267
42141	55239
42141	61564
42141	93018
42141	106496
42141	106497
42141	111258
42141	113793
42141	154017
42141	175499
42141	181541
42141	247493
42141	247494
42141	254444
42141	413504
42141	413505
42141	415104
42141	422607
42142	42143
42143	82099
42143	82100
42144	42145
42144	52834
42145	55535
42145	245861
42145	259642
42145	281345
42145	334982
42147	48267
42147	53020
42147	59755
42147	59756
42147	60797
42147	60798
42147	63041
42147	87309
42148	43894
42148	51501
42148	60791
42148	75129
42148	76366
42148	80411
42148	90572
42148	113021
42148	113361
42148	220016
42148	292920
42148	307175
42150	44077
42150	61413
42153	43789
42153	115197
42153	138006
42154	52133
42154	95794
42154	190519
42154	201550
42154	272303
42154	306548
42157	73199
42157	197530
42157	202421
42157	327594
42157	327595
42157	351620
42158	42693
42158	75901
42160	64708
42160	346855
42161	60753
42161	98469
42161	111018
42161	180256
42161	277036
42161	364371
42161	364372
42163	42449
42165	61866
42165	62003
42168	53377
42174	42175
42174	42176
42175	42176
42177	42178
42177	42179
42177	42992
42177	93994
42177	122882
42177	233223
42177	233224
42177	272711
42177	277131
42178	42179
42178	42992
42178	89703
42178	91367
42179	42992
42180	42902
42180	44180
42180	63879
42180	85081
42180	92286
42180	110551
42180	120462
42180	120463
42180	121536
42180	141837
42180	144306
42180	154104
42180	156504
42180	159997
42180	194617
42180	221667
42180	221668
42180	227060
42180	230049
42180	251356
42180	260692
42180	260693
42180	266474
42180	276402
42180	307318
42180	309231
42180	347856
42180	361320
42180	361321
42180	381120
42181	55281
42182	58022
42182	92216
42182	106610
42182	112756
42182	112757
42182	126566
42182	126937
42182	129090
42182	219903
42182	240146
42182	268899
42182	307084
42182	322266
42182	334386
42182	347537
42182	398721
42182	418095
42182	422208
42182	422209
42183	42184
42183	43822
42183	43823
42183	55283
42184	43822
42184	43823
42184	156127
42184	350486
42184	420012
42184	421148
42184	424296
42187	42188
42187	63769
42187	72667
42187	86046
42187	86047
42187	87094
42187	92917
42187	92918
42187	92919
42187	139946
42187	162079
42187	162080
42187	162083
42187	162084
42191	43831
42191	43832
42192	42299
42194	47793
42194	71251
42194	72422
42195	42227
42195	42228
42195	42998
42195	90328
42195	90329
42195	103111
42196	42197
42196	42337
42196	44055
42197	42337
42197	44055
42198	50338
42198	75317
42198	127688
42199	247979
42199	326328
42201	47792
42201	48029
42201	57636
42201	60515
42201	62321
42201	66536
42201	72653
42201	82367
42201	82368
42201	82369
42201	110870
42201	116117
42201	116647
42201	116797
42201	138422
42201	143800
42201	147978
42201	151597
42201	155282
42201	175731
42201	184900
42201	191456
42201	203756
42201	212759
42201	213307
42201	215299
42201	227388
42201	269026
42201	309432
42201	336919
42201	380417
42201	391581
42202	45067
42202	97727
42203	45923
42203	132890
42203	133399
42203	213701
42203	213702
42204	42205
42205	49395
42206	42471
42206	51884
42206	59049
42206	60002
42206	60680
42206	62113
42206	62846
42206	64175
42206	66065
42206	66617
42206	73658
42206	73955
42206	81639
42206	88093
42206	115911
42206	120868
42206	143078
42206	144125
42206	179996
42206	196363
42206	209881
42206	214754
42206	214755
42206	214756
42206	214757
42206	260621
42206	264627
42206	277366
42206	285511
42206	309734
42206	406839
42207	54061
42207	80681
42207	120394
42207	120395
42207	137199
42214	55325
42215	56896
42215	66456
42216	52646
42216	52916
42216	68573
42216	68574
42217	45614
42217	46963
42217	47936
42217	48397
42217	50757
42217	52582
42217	52650
42217	54080
42217	54401
42217	55115
42217	55278
42217	61792
42217	63992
42217	67138
42217	71216
42217	74350
42217	75777
42217	83644
42217	85178
42217	86074
42217	86075
42217	89732
42217	112191
42217	122901
42217	123310
42217	128364
42217	136962
42217	140060
42217	141460
42217	146168
42217	149060
42217	160388
42217	164945
42217	174546
42217	183031
42217	191132
42217	213045
42217	213105
42217	229738
42217	243692
42217	253254
42217	309380
42217	350457
42218	42219
42220	42694
42221	42222
42223	42224
42223	176995
42225	43846
42226	55418
42226	128539
42226	156855
42226	178462
42226	180695
42226	197858
42226	202703
42227	42228
42227	42998
42228	42998
42229	52993
42229	112201
42229	129507
42229	145043
42229	239912
42229	243984
42229	268405
42229	299993
42229	323681
42231	68150
42231	72379
42231	93026
42231	186388
42235	50951
42235	54001
42235	63440
42235	66958
42235	72194
42235	79975
42235	99526
42235	101204
42235	105331
42235	110900
42235	123933
42235	124006
42235	136433
42235	148181
42235	156592
42235	162879
42235	163886
42235	164946
42235	166406
42235	166408
42235	167006
42235	171275
42235	171611
42235	173147
42235	184239
42235	189675
42235	189689
42235	192691
42235	207853
42235	207855
42235	209083
42235	209084
42235	209085
42235	209501
42235	220705
42235	227362
42235	233845
42235	233971
42235	233972
42235	233973
42235	239027
42235	240260
42235	245794
42235	248556
42235	261663
42235	261664
42235	261665
42235	261666
42235	261667
42235	261668
42235	285230
42235	292567
42235	296134
42235	326825
42235	327047
42235	327049
42235	327052
42235	327054
42235	327057
42235	328092
42235	339453
42235	339454
42235	368406
42235	390230
42235	391717
42235	391718
42236	43721
42239	42240
42239	62821
42239	175811
42239	185731
42239	238574
42239	269557
42239	333925
42239	333926
42239	334315
42239	334316
42239	334317
42241	42242
42241	42254
42241	51975
42241	52091
42241	52450
42241	55001
42241	56778
42241	62212
42241	62501
42241	69063
42241	83287
42241	83288
42241	85577
42241	89481
42241	91919
42241	92459
42241	93021
42241	106764
42241	107369
42241	117297
42241	119369
42241	150550
42241	152445
42241	152446
42241	152447
42241	165102
42241	167367
42241	168431
42241	288482
42241	297823
42241	302949
42241	323769
42241	326537
42241	330265
42241	330266
42241	346050
42241	351351
42241	414411
42242	56778
42242	59860
42242	89757
42242	94530
42242	107369
42242	142623
42242	168431
42242	248828
42242	253126
42242	274596
42242	275927
42242	292152
42242	302949
42242	315191
42242	319923
42242	346050
42242	351351
42242	351352
42242	355538
42243	46012
42243	46013
42243	46274
42243	67722
42243	76270
42243	102500
42243	128631
42243	162148
42243	182552
42243	189381
42243	203537
42243	211513
42243	211514
42243	236482
42243	242420
42243	246139
42243	266455
42243	280242
42243	296538
42243	320897
42243	356357
42243	369482
42245	42246
42245	44498
42245	46865
42245	55097
42245	82984
42245	138393
42245	140138
42245	147187
42245	250706
42246	43588
42246	50750
42246	52706
42246	55983
42246	55984
42246	56862
42249	45330
42249	51270
42249	51608
42249	55353
42249	56055
42249	58332
42249	58622
42249	59753
42249	70191
42249	71481
42249	77937
42249	81481
42249	95089
42249	104535
42249	110110
42249	112866
42249	115757
42249	126202
42249	130798
42249	134303
42249	152910
42249	156654
42249	159577
42249	201423
42249	225926
42249	233741
42249	236835
42249	250982
42249	253664
42249	277483
42249	297400
42249	306344
42249	313891
42249	330850
42249	360203
42249	366019
42249	373786
42249	379892
42249	383320
42249	383321
42249	391225
42249	393966
42249	397480
42249	399799
42249	399800
42249	399998
42249	399999
42249	410021
42249	422230
42249	425156
42253	42254
42253	42692
42253	42797
42253	43182
42253	44562
42253	45091
42253	48860
42253	49368
42253	49399
42253	50281
42253	50381
42253	55001
42253	63340
42253	63588
42253	64511
42253	64988
42253	69982
42253	82458
42253	83076
42253	90174
42253	90802
42253	93084
42253	93718
42253	97183
42253	97374
42253	98039
42253	103550
42253	110263
42253	111548
42253	120061
42253	120062
42253	129463
42253	136200
42253	140184
42253	145967
42253	156684
42253	157827
42253	160775
42253	162238
42253	167355
42253	170979
42253	175913
42253	181562
42253	185773
42253	198504
42253	212909
42253	212998
42253	227902
42253	227908
42253	232473
42253	248231
42253	257275
42253	257276
42253	257277
42253	264599
42253	278605
42253	292583
42253	309693
42253	333260
42253	348407
42253	368422
42253	409572
42254	48860
42254	50628
42254	52091
42254	53073
42254	55001
42254	60713
42254	87467
42254	91919
42254	102008
42254	107369
42254	117297
42255	42256
42256	46898
42256	61074
42256	61179
42256	62591
42256	71728
42256	72519
42256	89852
42256	94307
42256	94779
42256	103633
42256	133933
42256	139514
42256	141935
42256	141936
42256	145863
42256	156702
42256	162894
42256	170335
42256	175665
42256	180399
42256	183857
42256	189517
42256	189519
42256	197579
42256	226211
42256	246611
42256	247312
42256	247886
42256	248436
42256	272959
42256	277409
42256	279054
42256	279055
42256	308657
42256	316821
42256	348045
42256	363648
42256	363650
42256	366891
42257	42258
42257	42259
42257	42260
42257	42261
42258	42259
42258	42260
42258	42261
42259	42260
42259	42261
42259	108008
42259	108009
42259	110546
42260	42261
42260	424817
42265	44878
42265	54150
42265	62871
42265	63716
42265	67081
42265	80997
42265	143800
42265	176533
42265	178293
42265	284709
42266	42267
42266	42268
42266	43626
42266	44151
42266	59049
42266	137137
42266	137215
42266	144281
42266	145887
42266	153960
42266	156476
42266	156477
42266	175703
42266	217774
42266	217775
42266	217776
42266	241395
42266	304421
42267	42268
42267	44151
42267	57097
42267	60771
42267	70516
42267	81718
42267	106496
42267	106497
42267	111258
42267	164253
42267	309232
42267	325095
42267	338616
42267	419808
42268	44151
42268	54095
42268	140328
42268	156796
42269	81649
42269	107978
42269	111260
42269	151700
42269	223871
42269	236843
42269	239907
42269	239908
42269	243656
42269	243657
42269	284883
42269	296333
42269	299625
42269	309753
42269	340183
42269	348488
42269	348489
42269	384635
42269	384667
42269	386273
42269	386274
42269	392010
42270	42271
42270	42272
42270	43683
42270	91353
42271	42272
42271	43683
42271	91353
42271	92775
42271	140221
42271	140222
42271	312015
42271	312016
42271	312017
42272	42735
42272	42736
42272	43683
42272	54123
42272	91353
42272	91359
42272	145883
42272	153961
42272	157910
42272	177531
42272	177532
42272	208336
42272	208337
42272	208338
42272	215898
42272	223825
42273	42729
42273	42746
42274	42275
42275	42761
42275	42762
42275	120350
42275	126862
42275	254338
42276	121826
42276	121827
42278	42492
42278	42493
42278	47619
42278	63085
42278	80952
42278	83994
42278	128549
42278	199190
42278	214954
42278	225022
42278	323125
42278	323126
42278	323490
42278	330657
42284	47304
42284	142751
42285	63313
42287	43468
42287	51130
42287	60436
42287	60790
42287	62451
42287	65167
42287	66654
42287	68772
42287	69634
42287	72083
42287	75084
42287	85881
42287	85882
42287	85883
42287	104098
42287	114397
42287	118292
42287	126630
42287	126654
42287	151242
42287	151243
42287	151244
42287	151245
42287	151360
42287	151361
42287	151362
42287	156754
42287	192087
42287	192088
42287	192089
42287	192090
42287	192091
42287	192513
42289	70390
42289	76877
42289	76878
42289	76879
42289	76880
42289	76881
42289	79863
42289	81011
42289	83934
42289	117776
42289	122390
42289	122391
42289	132508
42289	154853
42289	161318
42289	161319
42289	161320
42289	170810
42289	175976
42289	179291
42289	179292
42289	275907
42289	276718
42290	42291
42292	152857
42293	60308
42293	60309
42293	60310
42293	61373
42293	66978
42293	93134
42293	93135
42293	95436
42294	54326
42294	54327
42294	153117
42294	177216
42294	179314
42294	216986
42295	43665
42297	42755
42297	42756
42298	76489
42301	42302
42301	42490
42302	42490
42303	42304
42303	42305
42303	42306
42303	42307
42304	42305
42304	42306
42304	42307
42305	42306
42305	42307
42305	42351
42305	42352
42305	79680
42305	82315
42305	83226
42305	83227
42306	42307
42307	122843
42307	127491
42307	127492
42308	52503
42310	43652
42310	106939
42310	106940
42311	42312
42311	42313
42312	42313
42312	42732
42312	42733
42312	44177
42313	43832
42313	80717
42313	156467
42313	156468
42314	42461
42314	53349
42314	54973
42314	55806
42314	82547
42314	87624
42314	140014
42314	140015
42314	156811
42314	164249
42314	197364
42314	234498
42314	257127
42314	257128
42314	257129
42314	348636
42318	156816
42318	192331
42318	198241
42318	277279
42318	309920
42318	309921
42321	295681
42321	306647
42321	306648
42322	42323
42323	44828
42323	48163
42323	48793
42323	48794
42323	56719
42323	57133
42323	59611
42323	76097
42323	100841
42323	125988
42323	129156
42323	205074
42323	205075
42323	205076
42323	205077
42323	205078
42323	208244
42323	208245
42323	224062
42324	65215
42324	70429
42324	86167
42324	86177
42324	87356
42324	104604
42324	108193
42324	120578
42324	173870
42329	92218
42329	102326
42329	297762
42333	44140
42333	48921
42333	62251
42333	65992
42333	74586
42333	75816
42333	75854
42333	84040
42333	84582
42333	106115
42333	125331
42333	125332
42333	139538
42333	156503
42333	193668
42333	217938
42333	277900
42333	312642
42333	423002
42334	42335
42334	42336
42334	42901
42334	44158
42334	57680
42334	58640
42334	122862
42335	42336
42335	42901
42335	55277
42335	72358
42335	82573
42335	144272
42335	223236
42335	247785
42335	247786
42335	254376
42335	254460
42335	272813
42335	281198
42335	304743
42335	313524
42335	316781
42335	357102
42335	366873
42335	384899
42335	384900
42335	384901
42335	384902
42335	391759
42335	391760
42335	401451
42335	422599
42335	424752
42336	42901
42337	44055
42339	79356
42339	92235
42339	109236
42339	198310
42339	201878
42339	201879
42340	61995
42340	68587
42340	76888
42340	90869
42340	91455
42340	93396
42340	104586
42340	104617
42340	127358
42340	127539
42340	132202
42340	152079
42340	154215
42340	157052
42340	166630
42340	172815
42340	174313
42340	198308
42340	198825
42340	222282
42340	244199
42340	248538
42340	263770
42340	277921
42340	277922
42340	283667
42340	283715
42340	317544
42340	318216
42340	358050
42340	372254
42340	385524
42340	388258
42342	43151
42345	71611
42345	73059
42345	78772
42345	95269
42345	96030
42345	110576
42345	155834
42345	156040
42347	72300
42347	78851
42347	82565
42347	95940
42347	99569
42347	101971
42347	104374
42347	104820
42347	106986
42347	106989
42347	117512
42347	118284
42347	123169
42347	168933
42347	172375
42347	273690
42347	274795
42348	228585
42348	273416
42348	402546
42351	42352
42352	70015
42352	93165
42352	93166
42364	107028
42376	43621
42376	43732
42378	86000
42378	94410
42382	42552
42386	42387
42387	46607
42387	48218
42387	60090
42387	63203
42387	63778
42387	69763
42387	77031
42387	82013
42387	82945
42387	101651
42387	108863
42387	109238
42387	111545
42387	119030
42387	126218
42387	165163
42387	202295
42387	205086
42387	206610
42387	206611
42387	249495
42387	270477
42387	281706
42387	303581
42387	308368
42387	319711
42387	319712
42387	340673
42387	350222
42387	350223
42387	350229
42387	354455
42387	355708
42387	376563
42387	376564
42387	376565
42387	376566
42387	390925
42390	42391
42390	42392
42391	42392
42396	98717
42396	178616
42396	290968
42396	313473
42396	398372
42396	398373
42397	60376
42397	70601
42397	77937
42397	109031
42397	134203
42397	135884
42397	151940
42397	161827
42397	174402
42397	188579
42397	222761
42397	223911
42397	285278
42397	290845
42397	295350
42397	295351
42397	358771
42397	376624
42397	409848
42398	47524
42398	47981
42398	48808
42398	49823
42398	49894
42398	51162
42398	56933
42398	58165
42398	58166
42398	60369
42398	60835
42398	65283
42398	72887
42398	73181
42398	74018
42398	74825
42398	79823
42398	84812
42398	87125
42398	87126
42398	94493
42398	97386
42398	98432
42398	107083
42398	110427
42398	114384
42398	120939
42398	140502
42398	141953
42398	145093
42398	159707
42398	171307
42398	175465
42398	188441
42398	193931
42398	197833
42398	199362
42398	206390
42398	208721
42398	211509
42398	216125
42398	216126
42398	236377
42398	244899
42398	312314
42398	354519
42398	354820
42399	42727
42399	70843
42399	97909
42399	100262
42399	143470
42399	153659
42399	176284
42399	307308
42400	47060
42400	47061
42400	54881
42400	58684
42400	63875
42400	64268
42400	72162
42400	74285
42400	76031
42400	76032
42400	83448
42400	84582
42400	90964
42400	116562
42400	119413
42400	127329
42400	130220
42400	134195
42400	172138
42400	186952
42400	192911
42400	195072
42400	195235
42400	209169
42400	212118
42400	222601
42400	237513
42400	237514
42400	242918
42400	242919
42400	242920
42400	242958
42400	245074
42400	245075
42400	245481
42400	249502
42400	253574
42400	299273
42400	303710
42400	303711
42400	303712
42400	366780
42400	367276
42400	367277
42400	367278
42400	374640
42400	374641
42400	376715
42400	376716
42400	383571
42400	387034
42400	411094
42400	423366
42402	42403
42402	65977
42402	85925
42402	103292
42402	103293
42402	103294
42402	157601
42402	186493
42402	188880
42402	188881
42402	204264
42402	223132
42402	223133
42402	256034
42402	268557
42402	278148
42402	287878
42402	287879
42402	287909
42402	287910
42402	287911
42402	287912
42402	287913
42402	287914
42402	313429
42402	316712
42402	326305
42408	43777
42408	54754
42408	54759
42408	186745
42408	186746
42408	188662
42409	62484
42409	62809
42409	67196
42409	67197
42409	67198
42409	67199
42409	67200
42409	71681
42409	72313
42409	72314
42409	83574
42409	212112
42410	46500
42410	48030
42410	58494
42410	62553
42410	79325
42410	80211
42410	87193
42410	87194
42410	87195
42410	87196
42410	88092
42410	88093
42410	93327
42410	94546
42410	96321
42410	99251
42410	105574
42410	106500
42410	106938
42410	112290
42410	112876
42410	123321
42410	149779
42410	157037
42410	171635
42410	176360
42410	192594
42410	211526
42410	214876
42410	214877
42410	225289
42410	228162
42410	235796
42410	235797
42410	236911
42410	236912
42410	242675
42410	275312
42410	275629
42410	296415
42410	296416
42410	296417
42410	322972
42410	328375
42410	333097
42410	337744
42410	353007
42410	373361
42410	388277
42410	405570
42410	407048
42410	411327
42410	419295
42412	44089
42412	107147
42412	126141
42412	126366
42412	126901
42412	132078
42417	42418
42420	78860
42420	85250
42420	93590
42420	104699
42420	104700
42420	104701
42423	64833
42429	101342
42430	47926
42430	59792
42430	61027
42430	72833
42430	90238
42430	101235
42430	105999
42430	131174
42430	138893
42430	146576
42430	165060
42430	172034
42430	174435
42430	186346
42430	195963
42430	236829
42430	245470
42430	250077
42430	255302
42430	278916
42430	330252
42430	368251
42431	48619
42431	50304
42431	52535
42431	60231
42431	107695
42431	116930
42431	116931
42431	131925
42431	212563
42431	282156
42433	51636
42433	52418
42433	54706
42433	66414
42433	72358
42433	78555
42433	86157
42433	98196
42433	98197
42433	104772
42433	104948
42433	106334
42433	108201
42433	128679
42433	128680
42433	139887
42433	173300
42433	185898
42433	221149
42433	308031
42433	309444
42433	331378
42433	368558
42433	369346
42433	401356
42434	59602
42434	62279
42434	63588
42434	66359
42434	86839
42434	89936
42434	89937
42434	91899
42434	94544
42434	108527
42434	113468
42434	125271
42434	132773
42434	153611
42434	177985
42434	184405
42434	187265
42434	188833
42434	188834
42434	190139
42434	192802
42434	198599
42434	217268
42434	222613
42434	225522
42434	225540
42434	251388
42434	278332
42434	280152
42434	310473
42434	328085
42434	334169
42434	349412
42434	349413
42434	420534
42435	43758
42435	123172
42435	157107
42439	157120
42439	158469
42441	63684
42441	87107
42441	101994
42441	168176
42441	172888
42442	42911
42442	46098
42442	51230
42442	66404
42442	88276
42442	92906
42442	126312
42442	154084
42442	156291
42442	157153
42442	159450
42442	181179
42442	182787
42442	189654
42442	189655
42442	209405
42442	224716
42442	240172
42442	243022
42442	244271
42442	247012
42442	265144
42442	277388
42442	289024
42442	294716
42442	324090
42442	352540
42442	356116
42442	360753
42442	360755
42442	371875
42442	374242
42442	386715
42442	392452
42442	396384
42442	406281
42442	407992
42442	407993
42442	407994
42442	407995
42442	407996
42443	43373
42443	100312
42443	128849
42443	151342
42443	154218
42443	176544
42443	195653
42443	221176
42443	223986
42443	246397
42443	263111
42443	283537
42443	294837
42443	298777
42443	298778
42443	307327
42443	317289
42443	330013
42443	330014
42443	330015
42443	330016
42443	349510
42443	389147
42443	403030
42443	405478
42443	405479
42443	405480
42443	405481
42443	425881
42444	46091
42444	47139
42444	50095
42444	51338
42444	55015
42444	55016
42444	59902
42444	62808
42444	68038
42444	70352
42444	70499
42444	101353
42444	102404
42444	151029
42444	151030
42447	248828
42447	294944
42447	295027
42447	304113
42447	308603
42447	324326
42447	328132
42447	328133
42447	328134
42447	388866
42447	400677
42449	53325
42449	56778
42449	92646
42449	101286
42449	107369
42449	109422
42449	136402
42449	143290
42449	148328
42449	160190
42449	200602
42449	251632
42449	253126
42449	276726
42449	298818
42449	298819
42449	309469
42449	323978
42449	327739
42449	327740
42449	333976
42449	334158
42449	349612
42449	351351
42449	372779
42449	390755
42449	393251
42449	394741
42450	44729
42450	45479
42450	48047
42450	62770
42450	72019
42450	101111
42450	103545
42450	106008
42450	129444
42450	186524
42450	217431
42450	231983
42450	265003
42450	289748
42450	294284
42450	316483
42450	362423
42450	362424
42450	401417
42451	99468
42451	155686
42453	43439
42453	44096
42455	181479
42456	42457
42458	42459
42458	42460
42458	93442
42458	135058
42458	135059
42459	42460
42460	65403
42460	104027
42460	161289
42460	161312
42460	161313
42460	161321
42460	163148
42460	167721
42460	167722
42460	167723
42460	167793
42460	167794
42460	167795
42460	168945
42460	176858
42460	176859
42460	176860
42460	179249
42461	53349
42461	54973
42461	70059
42461	70060
42461	209785
42461	235469
42461	321965
42462	43735
42463	42464
42463	75790
42463	97286
42463	97287
42463	162164
42463	162165
42463	162166
42463	162167
42463	162168
42463	162169
42463	162170
42464	67556
42464	75790
42464	76105
42464	97286
42464	97287
42464	99483
42464	121855
42464	145921
42464	146542
42464	151746
42464	158557
42464	162164
42464	162165
42464	162166
42464	162167
42464	162168
42464	162169
42464	162170
42464	162965
42464	179981
42464	205543
42464	218251
42464	225557
42464	230129
42464	230130
42464	238051
42464	257169
42464	260627
42464	261284
42464	263014
42464	287583
42464	287584
42464	287585
42464	287586
42464	312653
42464	322906
42464	326483
42464	363891
42464	373883
42464	381980
42464	381981
42464	381982
42465	59388
42465	98952
42465	111235
42465	164661
42465	166728
42465	166729
42465	166730
42465	175739
42465	187881
42468	43459
42468	55762
42468	77867
42468	82417
42468	83510
42468	92020
42468	92021
42468	92504
42468	92518
42468	98910
42468	110234
42468	124298
42468	126927
42468	168458
42468	189279
42468	196721
42468	198744
42468	201484
42468	202890
42468	204119
